eatery_name,block,building_name,street_name,postal_code,floor_no,unit_no,address_type,description,hyperlink,photo_url,lon,lat,geometry
Starbucks - DBS Level 13 (MBFC),12,MBFC,Marina Boulevard,018982,13,35,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85429742652533,1.2791056682491735,POINT (103.85429742652533 1.2791056682491735)
Starbucks - Delfi Orchard,402,Delfi Orchard,Orchard Road,238876,1,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82846871277248,1.307178047700833,POINT (103.82846871277248 1.307178047700833)
Starbucks - Downtown East,1,Downtown East,Pasir Ris Close,519599,2,332,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.95359908680598,1.3771407342796085,POINT (103.95359908680598 1.3771407342796085)
Starbucks - East Point Mall,3,East Point Mall,Simei Street 6,528833,1,K4,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.95302450382567,1.3427061864390135,POINT (103.95302450382567 1.3427061864390135)
Starbucks - EFG Bank Building,25,EFG Bank Building,North Bridge Road,179104,1,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84970062510178,1.2901712012182827,POINT (103.84970062510178 1.2901712012182827)
Starbucks - Far East Square,40,Far East Square,Pekin Street,048770,1,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84834501083458,1.2835701935024408,POINT (103.84834501083458 1.2835701935024408)
Starbucks - Festive Hotel,26,Festive Hotel,Sentosa Gateway,098138,2,116,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81945896047802,1.2565734861059084,POINT (103.81945896047802 1.2565734861059084)
Starbucks - Fusionopolis (Connexis),1,Fusionopolis,Fusionopolis Way,138632,"1, 2","7, 14",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78740406092639,1.299294055730762,POINT (103.78740406092639 1.299294055730762)
Starbucks - Gateway,150,Gateway,Beach Road,189720,1,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85885382825577,1.2983511425759406,POINT (103.85885382825577 1.2983511425759406)
Starbucks - Bugis+,201,Bugis+,Victoria Street,188067,2,"12, 13",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85351808635733,1.29966015870599,POINT (103.85351808635733 1.29966015870599)
Starbucks - Great World City,1,Great World City,Kim Seng Promenade,237994,2,"K104, 105, 106",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83175791999047,1.2938023464451172,POINT (103.83175791999047 1.2938023464451172)
Starbucks - Guoco Tower (Formerly Tanjong Pagar Centre),7,Guoco Tower,Wallich Street,078884,1,8,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84515540247592,1.27672492300406,POINT (103.84515540247592 1.27672492300406)
Starbucks - Harbourfront Centre,1,Harbourfront Centre,Maritime Square,099253,1,"76, 77",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8187325655546,1.2620633642070416,POINT (103.8187325655546 1.2620633642070416)
Starbucks - Hillion Mall,17,Hillion Mall,Petir Road,678278,B1,"28, 29, 30",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.76274117629025,1.378349712608652,POINT (103.76274117629025 1.378349712608652)
Starbucks - HillV2,4,HillV2,Hillview Rise,667979,1,5,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.76417292313711,1.3626745061791175,POINT (103.76417292313711 1.3626745061791175)
Starbucks - Holland Village,255,Holland Village,Holland Avenue,278983,,,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79551879446734,1.3113560359064171,POINT (103.79551879446734 1.3113560359064171)
Starbucks - Hometeam NS,2,Hometeam NS,Bukit Batok West Avenue 7,659003,1,"1, 2, 3",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74684712042657,1.3665069845433084,POINT (103.74684712042657 1.3665069845433084)
Starbucks - Hong Leong Building,16,Hong Leong Building,Raffles Quay,048581,1,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85091447556259,1.281363595437284,POINT (103.85091447556259 1.281363595437284)
Starbucks - Hougang 1 Mall,1,Hougang 1 Mall,Hougang Street 91,538692,1,41,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87930002409627,1.3758499733850322,POINT (103.87930002409627 1.3758499733850322)
Starbucks - Hougang Mall,90,Hougang Mall,Hougang Avenue 10,538766,2,"11, 19",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89366161203019,1.3723118564295886,POINT (103.89366161203019 1.3723118564295886)
Starbucks - ION Orchard,238,ION Orchard,Orchard Boulevard,237973,B3,59,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8317078090339,1.303836913375986,POINT (103.8317078090339 1.303836913375986)
Starbucks - Jalan Jamal (Siglap),3,Siglap,Jalan Jamal,457602,,,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.92546261943284,1.3129947718510546,POINT (103.92546261943284 1.3129947718510546)
Starbucks - Jelita,293,Jelita,Holland Road,278628,2,18,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78584062381277,1.3175619665477138,POINT (103.78584062381277 1.3175619665477138)
Starbucks - JEM,50,JEM,Jurong Gateway Road,608549,1,2,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74317043629249,1.3332002103833094,POINT (103.74317043629249 1.3332002103833094)
Starbucks - Jewel Changi Airport,78,Jewel Changi Airport,Airport Bouvelard,819666,2,204,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98907755519384,1.3603409967165623,POINT (103.98907755519384 1.3603409967165623)
Starbucks - Jewel Changi Airport Kiosk,78,Jewel Changi Airport Kiosk,Airport Bouvelard,819666,1,K207,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98907755519384,1.3603409967165623,POINT (103.98907755519384 1.3603409967165623)
Starbucks - Jurong Point,63,Jurong Point,Jurong West Central,648331,3,52,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.70535100057792,1.3393150339641773,POINT (103.70535100057792 1.3393150339641773)
Starbucks - Kallang Leisure Park,5,Kallang Leisure Park,Stadium Walk,397693,1,11,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87615267039712,1.3022217711475137,POINT (103.87615267039712 1.3022217711475137)
Starbucks - Kallang Wave Mall,1,Kallang Wave Mall,Stadium Place,397628,1,56,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87275071133227,1.303843267646837,POINT (103.87275071133227 1.303843267646837)
Starbucks - Kampung Admiralty,676,Kampung Admiralty,Woodlands Drive,730676,1,2,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.80057346517377,1.439777011372078,POINT (103.80057346517377 1.439777011372078)
Starbucks - Kinex (Formerly OneKM Shopping Mall),11,Kinex,Tanjong Katong Road,437157,1,"17, 18, 19",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89448052787543,1.3146921266899563,POINT (103.89448052787543 1.3146921266899563)
Starbucks - Liat Towers,541,Liat Towers,Orchard Road,238881,1,1A,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83072258579388,1.3050872212538303,POINT (103.83072258579388 1.3050872212538303)
Starbucks - Mapletree Business City,20,Mapletree Business City,Pasir Panjang Road,117439,2,11,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7990648314607,1.2748274825366734,POINT (103.7990648314607 1.2748274825366734)
Starbucks - Mapletree Business City 2,40,Mapletree Business City 2,Pasir Panjang Road,117383,2,42,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7995692708464,1.2757657288567226,POINT (103.7995692708464 1.2757657288567226)
Starbucks - Marina Bay Link Mall,8A,Marina Bay Link Mall,Marina Boulevard,018984,B2,38,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85336966915415,1.2802382534625003,POINT (103.85336966915415 1.2802382534625003)
Starbucks - Marina Bay Sands,2,Marina Bay Sands,Bayfront Avenue,018972,B2,56,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85762911344149,1.2833224930431235,POINT (103.85762911344149 1.2833224930431235)
Starbucks - Marina One,5,Marina One,Straits View,018935,B2,8,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85284480695933,1.2773723432512811,POINT (103.85284480695933 1.2773723432512811)
Starbucks - Marina Square,6,Marina Square,Raffles Boulevard,039594,3,"217, 218",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85700734100752,1.2914552590652129,POINT (103.85700734100752 1.2914552590652129)
Starbucks - Millenia Walk,9,Millenia Walk,Raffles Boulevard,039596,1,"K7, K11, K12, K13",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85934397868044,1.2929650395968113,POINT (103.85934397868044 1.2929650395968113)
Starbucks - Mt Elizabeth Novena Hospital,38,Mt Elizabeth Novena Hospital,Irrawaddy Road,329563,1,14,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84421238557309,1.32214005052576,POINT (103.84421238557309 1.32214005052576)
Starbucks - NEX,23,NEX,Serangoon Central,556083,2,"K1, 2",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87170454944983,1.3504381717743241,POINT (103.87170454944983 1.3504381717743241)
Starbucks - Ng Teng Fong General Hospital,1,Ng Teng Fong General Hospital,Jurong East Street 21,609606,2,8,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74386545497144,1.335533819151444,POINT (103.74386545497144 1.335533819151444)
Starbucks - Northpoint,930,Northpoint,Yishun Avenue 2,769098,1,"7, 8",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83577649668752,1.4296984796948546,POINT (103.83577649668752 1.4296984796948546)
Starbucks - Novena Square (Office Tower),238,Novena Square (Office Tower),Thomson Road,307683,2,"K7, K8",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84365677090855,1.3202109997381855,POINT (103.84365677090855 1.3202109997381855)
Starbucks - NTU North Spine,76,NTU North Spine,Nanyang Drive,637331,1,6,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.68003379950584,1.3471304798482242,POINT (103.68003379950584 1.3471304798482242)
Starbucks - NUS University Town,8,NUS University Town,College Avenue West,138608,B1,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.77314345775832,1.3055219673666945,POINT (103.77314345775832 1.3055219673666945)
Starbucks - NUS Wet Science Bldg,4,NUS Wet Science Bldg,Science Drive 2,117544,,,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7799497361669,1.295918312003941,POINT (103.7799497361669 1.295918312003941)
Starbucks - Oasis Terraces,681,Oasis Terraces,Punggol Drive,820681,2,35,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.91319574883553,1.402878453194937,POINT (103.91319574883553 1.402878453194937)
Starbucks - OCBC Centre,63,OCBC Centre,Chulia Street,049514,1,"1A, 1B",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84966456259855,1.2848777640379336,POINT (103.84966456259855 1.2848777640379336)
Starbucks - Ocean FInancial Centre,10,Ocean FInancial Centre,Collyer Quay,049315,B1,7,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85183894843601,1.28298070814926,POINT (103.85183894843601 1.28298070814926)
Starbucks - One Fullerton,1,One Fullerton,Fullerton Road,049213,1,4,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85398243710938,1.2856262238264675,POINT (103.85398243710938 1.2856262238264675)
Starbucks - One George,1,One George,George Street,049145,1,2,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84777191923614,1.2855456073704112,POINT (103.84777191923614 1.2855456073704112)
Starbucks - One@KentRidge (NUH medical centre),1,One@KentRidge (NUH medical centre),Lower Kent Ridge Road,119082,3,12,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78408401569463,1.292774313392297,POINT (103.78408401569463 1.292774313392297)
Starbucks - Orchard Gateway,277,Orchard Gateway,Orchard Road,238858,B2,4,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83922407700499,1.3005095418351755,POINT (103.83922407700499 1.3005095418351755)
Starbucks - Orchard Point,160,Orchard Point,Orchard Road,238842,BK,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84054964476357,1.3013713464666479,POINT (103.84054964476357 1.3013713464666479)
Starbucks - Our Tampines Hub,1,Our Tampines Hub,Tampines Walk,528523,1,104,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.93968359444563,1.3534961547181363,POINT (103.93968359444563 1.3534961547181363)
Starbucks - Pacific Plaza,9,Pacific Plaza,Scotts Road,228210,1,"1A, 1B",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83212640905204,1.3065372075297124,POINT (103.83212640905204 1.3065372075297124)
Starbucks - Paragon,290,Paragon,Orchard Road,238859,B1,34,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83524031012566,1.3037232137246686,POINT (103.83524031012566 1.3037232137246686)
Starbucks - Parkland Green,920,Parkland Green,East Coast Parkway,449875,1,17,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90647419100502,1.298845288095819,POINT (103.90647419100502 1.298845288095819)
Starbucks - Parkway Parade,80,Parkway Parade,Marine Parade Road,449269,1,"10A, B",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90511359225532,1.3011913074869101,POINT (103.90511359225532 1.3011913074869101)
Starbucks - Paya Lebar Quarter,10,Paya Lebar Quarter,Paya Lebar Road,409057,1,14,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89272443421159,1.3175238412685593,POINT (103.89272443421159 1.3175238412685593)
Starbucks - Plaza 8,1,Plaza 8,Changi Business Park Crescent,486025,1,17,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.96541191005521,1.3336015853541363,POINT (103.96541191005521 1.3336015853541363)
Starbucks - Plaza Singapura,68,Plaza Singapura,Orchard Road,238839,1,53,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84504758088113,1.3007477084715486,POINT (103.84504758088113 1.3007477084715486)
Starbucks - Raffles City,252,Raffles City,North Bridge Road,179103,1,"46, 47, 48",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85276833238656,1.2937602787541738,POINT (103.85276833238656 1.2937602787541738)
